"CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","CO02","CO03","DE02","DE02x01","DE03","DE03x01","DE08","DE09","DE09x01","DE10","TIME001","TIME002","TIME003","TIME005","TIME007","TIME009","TIME_SUM","MAILSENT","LASTDATA","STATUS","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","avatar","slot","note","adjectif"
202,NA,NA,"Pre-Manip","interview",2026-01-21 21:07:44,1,1,1,"HUSA",1,"49",1,1,"AGENT D'ACCUEIL",2,35,7,62,11,626,73,814,NA,2026-01-21 21:21:20,"complete",1,0,9,9,0,0,0.64,"F_OW_W_D.mp4",1,24,"athletic"
202,NA,NA,"Pre-Manip","interview",2026-01-21 21:07:44,1,1,1,"HUSA",1,"49",1,1,"AGENT D'ACCUEIL",2,35,7,62,11,626,73,814,NA,2026-01-21 21:21:20,"complete",1,0,9,9,0,0,0.64,"F_OW_W_D.mp4",1,17,"average"
202,NA,NA,"Pre-Manip","interview",2026-01-21 21:07:44,1,1,1,"HUSA",1,"49",1,1,"AGENT D'ACCUEIL",2,35,7,62,11,626,73,814,NA,2026-01-21 21:21:20,"complete",1,0,9,9,0,0,0.64,"F_OW_W_D.mp4",1,101,"overweight"
202,NA,NA,"Pre-Manip","interview",2026-01-21 21:07:44,1,1,1,"HUSA",1,"49",1,1,"AGENT D'ACCUEIL",2,35,7,62,11,626,73,814,NA,2026-01-21 21:21:20,"complete",1,0,9,9,0,0,0.64,"F_OW_W_D.mp4",1,85,"obese"
202,NA,NA,"Pre-Manip","interview",2026-01-21 21:07:44,1,1,1,"HUSA",1,"49",1,1,"AGENT D'ACCUEIL",2,35,7,62,11,626,73,814,NA,2026-01-21 21:21:20,"complete",1,0,9,9,0,0,0.64,"F_OW_W_D.mp4",1,1,"thin"
202,NA,NA,"Pre-Manip","interview",2026-01-21 21:07:44,1,1,1,"HUSA",1,"49",1,1,"AGENT D'ACCUEIL",2,35,7,62,11,626,73,814,NA,2026-01-21 21:21:20,"complete",1,0,9,9,0,0,0.64,"F_OW_W_D.mp4",1,1,"skinny"
212,NA,NA,"Pre-Manip","interview",2026-01-21 21:29:15,1,1,1,"HALA",1,"21",1,1,"Sauveteuse en piscine",2,2,2,37,35,730,71,850,NA,2026-01-21 21:43:52,"complete",1,0,9,9,0,0,1.59,"F_AVG_W_D.mp4",1,24,"athletic"
212,NA,NA,"Pre-Manip","interview",2026-01-21 21:29:15,1,1,1,"HALA",1,"21",1,1,"Sauveteuse en piscine",2,2,2,37,35,730,71,850,NA,2026-01-21 21:43:52,"complete",1,0,9,9,0,0,1.59,"F_AVG_W_D.mp4",1,101,"average"
212,NA,NA,"Pre-Manip","interview",2026-01-21 21:29:15,1,1,1,"HALA",1,"21",1,1,"Sauveteuse en piscine",2,2,2,37,35,730,71,850,NA,2026-01-21 21:43:52,"complete",1,0,9,9,0,0,1.59,"F_AVG_W_D.mp4",1,35,"overweight"
212,NA,NA,"Pre-Manip","interview",2026-01-21 21:29:15,1,1,1,"HALA",1,"21",1,1,"Sauveteuse en piscine",2,2,2,37,35,730,71,850,NA,2026-01-21 21:43:52,"complete",1,0,9,9,0,0,1.59,"F_AVG_W_D.mp4",1,8,"obese"
212,NA,NA,"Pre-Manip","interview",2026-01-21 21:29:15,1,1,1,"HALA",1,"21",1,1,"Sauveteuse en piscine",2,2,2,37,35,730,71,850,NA,2026-01-21 21:43:52,"complete",1,0,9,9,0,0,1.59,"F_AVG_W_D.mp4",1,48,"thin"
212,NA,NA,"Pre-Manip","interview",2026-01-21 21:29:15,1,1,1,"HALA",1,"21",1,1,"Sauveteuse en piscine",2,2,2,37,35,730,71,850,NA,2026-01-21 21:43:52,"complete",1,0,9,9,0,0,1.59,"F_AVG_W_D.mp4",1,18,"skinny"
257,NA,NA,"Pre-Manip","interview",2026-01-31 00:37:31,1,1,1,"RIAN",1,"25",1,1,"Designer",2,20,20,41,2,338,57,478,NA,2026-01-31 00:45:29,"complete",1,0,9,9,0,0,1.22,"M_OW_W_D.mp4",1,38,"athletic"
257,NA,NA,"Pre-Manip","interview",2026-01-31 00:37:31,1,1,1,"RIAN",1,"25",1,1,"Designer",2,20,20,41,2,338,57,478,NA,2026-01-31 00:45:29,"complete",1,0,9,9,0,0,1.22,"M_OW_W_D.mp4",1,25,"average"
257,NA,NA,"Pre-Manip","interview",2026-01-31 00:37:31,1,1,1,"RIAN",1,"25",1,1,"Designer",2,20,20,41,2,338,57,478,NA,2026-01-31 00:45:29,"complete",1,0,9,9,0,0,1.22,"M_OW_W_D.mp4",1,63,"overweight"
257,NA,NA,"Pre-Manip","interview",2026-01-31 00:37:31,1,1,1,"RIAN",1,"25",1,1,"Designer",2,20,20,41,2,338,57,478,NA,2026-01-31 00:45:29,"complete",1,0,9,9,0,0,1.22,"M_OW_W_D.mp4",1,71,"obese"
257,NA,NA,"Pre-Manip","interview",2026-01-31 00:37:31,1,1,1,"RIAN",1,"25",1,1,"Designer",2,20,20,41,2,338,57,478,NA,2026-01-31 00:45:29,"complete",1,0,9,9,0,0,1.22,"M_OW_W_D.mp4",1,1,"thin"
257,NA,NA,"Pre-Manip","interview",2026-01-31 00:37:31,1,1,1,"RIAN",1,"25",1,1,"Designer",2,20,20,41,2,338,57,478,NA,2026-01-31 00:45:29,"complete",1,0,9,9,0,0,1.22,"M_OW_W_D.mp4",1,1,"skinny"
260,NA,NA,"Pre-Manip","interview",2026-01-31 23:09:54,1,1,1,"PRNA",1,"52",1,1,"Masseur Kinésithérapeute",2,2,3,75,15,716,111,922,NA,2026-01-31 23:25:16,"complete",1,0,9,9,0,0,1.39,"M_OBESE_W_D.mp4",1,5,"athletic"
260,NA,NA,"Pre-Manip","interview",2026-01-31 23:09:54,1,1,1,"PRNA",1,"52",1,1,"Masseur Kinésithérapeute",2,2,3,75,15,716,111,922,NA,2026-01-31 23:25:16,"complete",1,0,9,9,0,0,1.39,"M_OBESE_W_D.mp4",1,6,"average"
260,NA,NA,"Pre-Manip","interview",2026-01-31 23:09:54,1,1,1,"PRNA",1,"52",1,1,"Masseur Kinésithérapeute",2,2,3,75,15,716,111,922,NA,2026-01-31 23:25:16,"complete",1,0,9,9,0,0,1.39,"M_OBESE_W_D.mp4",1,78,"overweight"
260,NA,NA,"Pre-Manip","interview",2026-01-31 23:09:54,1,1,1,"PRNA",1,"52",1,1,"Masseur Kinésithérapeute",2,2,3,75,15,716,111,922,NA,2026-01-31 23:25:16,"complete",1,0,9,9,0,0,1.39,"M_OBESE_W_D.mp4",1,96,"obese"
260,NA,NA,"Pre-Manip","interview",2026-01-31 23:09:54,1,1,1,"PRNA",1,"52",1,1,"Masseur Kinésithérapeute",2,2,3,75,15,716,111,922,NA,2026-01-31 23:25:16,"complete",1,0,9,9,0,0,1.39,"M_OBESE_W_D.mp4",1,2,"thin"
260,NA,NA,"Pre-Manip","interview",2026-01-31 23:09:54,1,1,1,"PRNA",1,"52",1,1,"Masseur Kinésithérapeute",2,2,3,75,15,716,111,922,NA,2026-01-31 23:25:16,"complete",1,0,9,9,0,0,1.39,"M_OBESE_W_D.mp4",1,4,"skinny"
263,NA,NA,"Pre-Manip","interview",2026-02-01 14:46:34,1,1,1,"RALU",1,"20",1,1,"Étudiante",2,23,28,76,17,432,58,634,NA,2026-02-01 14:57:09,"complete",1,0,9,9,0,0,0.67,"F_OBESE_W_D.mp4",1,28,"athletic"
263,NA,NA,"Pre-Manip","interview",2026-02-01 14:46:34,1,1,1,"RALU",1,"20",1,1,"Étudiante",2,23,28,76,17,432,58,634,NA,2026-02-01 14:57:09,"complete",1,0,9,9,0,0,0.67,"F_OBESE_W_D.mp4",1,36,"average"
263,NA,NA,"Pre-Manip","interview",2026-02-01 14:46:34,1,1,1,"RALU",1,"20",1,1,"Étudiante",2,23,28,76,17,432,58,634,NA,2026-02-01 14:57:09,"complete",1,0,9,9,0,0,0.67,"F_OBESE_W_D.mp4",1,61,"overweight"
263,NA,NA,"Pre-Manip","interview",2026-02-01 14:46:34,1,1,1,"RALU",1,"20",1,1,"Étudiante",2,23,28,76,17,432,58,634,NA,2026-02-01 14:57:09,"complete",1,0,9,9,0,0,0.67,"F_OBESE_W_D.mp4",1,67,"obese"
263,NA,NA,"Pre-Manip","interview",2026-02-01 14:46:34,1,1,1,"RALU",1,"20",1,1,"Étudiante",2,23,28,76,17,432,58,634,NA,2026-02-01 14:57:09,"complete",1,0,9,9,0,0,0.67,"F_OBESE_W_D.mp4",1,13,"thin"
263,NA,NA,"Pre-Manip","interview",2026-02-01 14:46:34,1,1,1,"RALU",1,"20",1,1,"Étudiante",2,23,28,76,17,432,58,634,NA,2026-02-01 14:57:09,"complete",1,0,9,9,0,0,0.67,"F_OBESE_W_D.mp4",1,27,"skinny"
282,NA,NA,"Pre-Manip","interview",2026-02-04 11:37:43,1,1,1,"PRMA",1,"24",2,1,"Etudiant",1,2,3,26,8,586,31,656,NA,2026-02-04 11:48:39,"complete",1,0,9,9,0,0,1.83,"F_ATH_W_D.mp4",1,81,"athletic"
282,NA,NA,"Pre-Manip","interview",2026-02-04 11:37:43,1,1,1,"PRMA",1,"24",2,1,"Etudiant",1,2,3,26,8,586,31,656,NA,2026-02-04 11:48:39,"complete",1,0,9,9,0,0,1.83,"F_ATH_W_D.mp4",1,87,"average"
282,NA,NA,"Pre-Manip","interview",2026-02-04 11:37:43,1,1,1,"PRMA",1,"24",2,1,"Etudiant",1,2,3,26,8,586,31,656,NA,2026-02-04 11:48:39,"complete",1,0,9,9,0,0,1.83,"F_ATH_W_D.mp4",1,1,"overweight"
282,NA,NA,"Pre-Manip","interview",2026-02-04 11:37:43,1,1,1,"PRMA",1,"24",2,1,"Etudiant",1,2,3,26,8,586,31,656,NA,2026-02-04 11:48:39,"complete",1,0,9,9,0,0,1.83,"F_ATH_W_D.mp4",1,1,"obese"
282,NA,NA,"Pre-Manip","interview",2026-02-04 11:37:43,1,1,1,"PRMA",1,"24",2,1,"Etudiant",1,2,3,26,8,586,31,656,NA,2026-02-04 11:48:39,"complete",1,0,9,9,0,0,1.83,"F_ATH_W_D.mp4",1,1,"thin"
282,NA,NA,"Pre-Manip","interview",2026-02-04 11:37:43,1,1,1,"PRMA",1,"24",2,1,"Etudiant",1,2,3,26,8,586,31,656,NA,2026-02-04 11:48:39,"complete",1,0,9,9,0,0,1.83,"F_ATH_W_D.mp4",1,1,"skinny"
284,NA,NA,"Pre-Manip","interview",2026-02-04 11:53:36,1,1,1,"AUBA",1,"25",2,1,"Etudiant",1,2,4,21,2,370,25,424,NA,2026-02-04 12:00:41,"complete",1,0,9,9,0,0,2.31,"F_THIN_W_D.mp4",1,17,"athletic"
284,NA,NA,"Pre-Manip","interview",2026-02-04 11:53:36,1,1,1,"AUBA",1,"25",2,1,"Etudiant",1,2,4,21,2,370,25,424,NA,2026-02-04 12:00:41,"complete",1,0,9,9,0,0,2.31,"F_THIN_W_D.mp4",1,90,"average"
284,NA,NA,"Pre-Manip","interview",2026-02-04 11:53:36,1,1,1,"AUBA",1,"25",2,1,"Etudiant",1,2,4,21,2,370,25,424,NA,2026-02-04 12:00:41,"complete",1,0,9,9,0,0,2.31,"F_THIN_W_D.mp4",1,1,"overweight"
284,NA,NA,"Pre-Manip","interview",2026-02-04 11:53:36,1,1,1,"AUBA",1,"25",2,1,"Etudiant",1,2,4,21,2,370,25,424,NA,2026-02-04 12:00:41,"complete",1,0,9,9,0,0,2.31,"F_THIN_W_D.mp4",1,1,"obese"
284,NA,NA,"Pre-Manip","interview",2026-02-04 11:53:36,1,1,1,"AUBA",1,"25",2,1,"Etudiant",1,2,4,21,2,370,25,424,NA,2026-02-04 12:00:41,"complete",1,0,9,9,0,0,2.31,"F_THIN_W_D.mp4",1,77,"thin"
284,NA,NA,"Pre-Manip","interview",2026-02-04 11:53:36,1,1,1,"AUBA",1,"25",2,1,"Etudiant",1,2,4,21,2,370,25,424,NA,2026-02-04 12:00:41,"complete",1,0,9,9,0,0,2.31,"F_THIN_W_D.mp4",1,1,"skinny"
285,NA,NA,"Pre-Manip","interview",2026-02-04 12:12:22,1,1,1,"PREV",1,"27",1,1,"Psychomotricienne",1,2,2,17,3,390,20,434,NA,2026-02-04 12:19:36,"complete",1,0,9,9,0,0,2.47,"M_THIN_W_D.mp4",1,50,"athletic"
285,NA,NA,"Pre-Manip","interview",2026-02-04 12:12:22,1,1,1,"PREV",1,"27",1,1,"Psychomotricienne",1,2,2,17,3,390,20,434,NA,2026-02-04 12:19:36,"complete",1,0,9,9,0,0,2.47,"M_THIN_W_D.mp4",1,101,"average"
285,NA,NA,"Pre-Manip","interview",2026-02-04 12:12:22,1,1,1,"PREV",1,"27",1,1,"Psychomotricienne",1,2,2,17,3,390,20,434,NA,2026-02-04 12:19:36,"complete",1,0,9,9,0,0,2.47,"M_THIN_W_D.mp4",1,1,"overweight"
285,NA,NA,"Pre-Manip","interview",2026-02-04 12:12:22,1,1,1,"PREV",1,"27",1,1,"Psychomotricienne",1,2,2,17,3,390,20,434,NA,2026-02-04 12:19:36,"complete",1,0,9,9,0,0,2.47,"M_THIN_W_D.mp4",1,1,"obese"
285,NA,NA,"Pre-Manip","interview",2026-02-04 12:12:22,1,1,1,"PREV",1,"27",1,1,"Psychomotricienne",1,2,2,17,3,390,20,434,NA,2026-02-04 12:19:36,"complete",1,0,9,9,0,0,2.47,"M_THIN_W_D.mp4",1,72,"thin"
285,NA,NA,"Pre-Manip","interview",2026-02-04 12:12:22,1,1,1,"PREV",1,"27",1,1,"Psychomotricienne",1,2,2,17,3,390,20,434,NA,2026-02-04 12:19:36,"complete",1,0,9,9,0,0,2.47,"M_THIN_W_D.mp4",1,48,"skinny"
286,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:36,1,1,1,"VIMO",1,"32",2,1,"Etudiant",1,5,12,35,7,305,29,393,NA,2026-02-04 12:26:09,"complete",1,0,9,9,0,0,1.35,"M_AVG_W_D.mp4",1,28,"athletic"
286,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:36,1,1,1,"VIMO",1,"32",2,1,"Etudiant",1,5,12,35,7,305,29,393,NA,2026-02-04 12:26:09,"complete",1,0,9,9,0,0,1.35,"M_AVG_W_D.mp4",1,41,"average"
286,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:36,1,1,1,"VIMO",1,"32",2,1,"Etudiant",1,5,12,35,7,305,29,393,NA,2026-02-04 12:26:09,"complete",1,0,9,9,0,0,1.35,"M_AVG_W_D.mp4",1,31,"overweight"
286,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:36,1,1,1,"VIMO",1,"32",2,1,"Etudiant",1,5,12,35,7,305,29,393,NA,2026-02-04 12:26:09,"complete",1,0,9,9,0,0,1.35,"M_AVG_W_D.mp4",1,4,"obese"
286,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:36,1,1,1,"VIMO",1,"32",2,1,"Etudiant",1,5,12,35,7,305,29,393,NA,2026-02-04 12:26:09,"complete",1,0,9,9,0,0,1.35,"M_AVG_W_D.mp4",1,1,"thin"
286,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:36,1,1,1,"VIMO",1,"32",2,1,"Etudiant",1,5,12,35,7,305,29,393,NA,2026-02-04 12:26:09,"complete",1,0,9,9,0,0,1.35,"M_AVG_W_D.mp4",1,1,"skinny"
287,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:56,1,1,1,"SALU",1,"24",2,1,"Etudiant",1,3,9,30,8,381,31,462,NA,2026-02-04 12:27:38,"complete",1,0,9,9,0,0,1.52,"M_AVG_W_D.mp4",1,41,"athletic"
287,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:56,1,1,1,"SALU",1,"24",2,1,"Etudiant",1,3,9,30,8,381,31,462,NA,2026-02-04 12:27:38,"complete",1,0,9,9,0,0,1.52,"M_AVG_W_D.mp4",1,36,"average"
287,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:56,1,1,1,"SALU",1,"24",2,1,"Etudiant",1,3,9,30,8,381,31,462,NA,2026-02-04 12:27:38,"complete",1,0,9,9,0,0,1.52,"M_AVG_W_D.mp4",1,68,"overweight"
287,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:56,1,1,1,"SALU",1,"24",2,1,"Etudiant",1,3,9,30,8,381,31,462,NA,2026-02-04 12:27:38,"complete",1,0,9,9,0,0,1.52,"M_AVG_W_D.mp4",1,55,"obese"
287,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:56,1,1,1,"SALU",1,"24",2,1,"Etudiant",1,3,9,30,8,381,31,462,NA,2026-02-04 12:27:38,"complete",1,0,9,9,0,0,1.52,"M_AVG_W_D.mp4",1,32,"thin"
287,NA,NA,"Pre-Manip","interview",2026-02-04 12:19:56,1,1,1,"SALU",1,"24",2,1,"Etudiant",1,3,9,30,8,381,31,462,NA,2026-02-04 12:27:38,"complete",1,0,9,9,0,0,1.52,"M_AVG_W_D.mp4",1,1,"skinny"
290,NA,NA,"Pre-Manip","interview",2026-02-04 16:13:58,1,1,1,"DUHU",1,"23",2,1,"étudiant",1,2,4,25,3,334,23,391,NA,2026-02-04 16:20:29,"complete",1,0,9,9,0,0,2.25,"F_AVG_W_D.mp4",1,1,"athletic"
290,NA,NA,"Pre-Manip","interview",2026-02-04 16:13:58,1,1,1,"DUHU",1,"23",2,1,"étudiant",1,2,4,25,3,334,23,391,NA,2026-02-04 16:20:29,"complete",1,0,9,9,0,0,2.25,"F_AVG_W_D.mp4",1,101,"average"
290,NA,NA,"Pre-Manip","interview",2026-02-04 16:13:58,1,1,1,"DUHU",1,"23",2,1,"étudiant",1,2,4,25,3,334,23,391,NA,2026-02-04 16:20:29,"complete",1,0,9,9,0,0,2.25,"F_AVG_W_D.mp4",1,16,"overweight"
290,NA,NA,"Pre-Manip","interview",2026-02-04 16:13:58,1,1,1,"DUHU",1,"23",2,1,"étudiant",1,2,4,25,3,334,23,391,NA,2026-02-04 16:20:29,"complete",1,0,9,9,0,0,2.25,"F_AVG_W_D.mp4",1,5,"obese"
290,NA,NA,"Pre-Manip","interview",2026-02-04 16:13:58,1,1,1,"DUHU",1,"23",2,1,"étudiant",1,2,4,25,3,334,23,391,NA,2026-02-04 16:20:29,"complete",1,0,9,9,0,0,2.25,"F_AVG_W_D.mp4",1,5,"thin"
290,NA,NA,"Pre-Manip","interview",2026-02-04 16:13:58,1,1,1,"DUHU",1,"23",2,1,"étudiant",1,2,4,25,3,334,23,391,NA,2026-02-04 16:20:29,"complete",1,0,9,9,0,0,2.25,"F_AVG_W_D.mp4",1,1,"skinny"
300,NA,NA,"Pre-Manip","interview",2026-02-09 11:45:02,1,1,1,"HANA",1,"25",1,1,"Étudiante en psychologie",1,44,26,49,5,614,34,736,NA,2026-02-09 11:57:54,"complete",1,0,9,9,0,0,0.86,"F_SKINNY_W_D.mp4",1,84,"athletic"
300,NA,NA,"Pre-Manip","interview",2026-02-09 11:45:02,1,1,1,"HANA",1,"25",1,1,"Étudiante en psychologie",1,44,26,49,5,614,34,736,NA,2026-02-09 11:57:54,"complete",1,0,9,9,0,0,0.86,"F_SKINNY_W_D.mp4",1,20,"average"
300,NA,NA,"Pre-Manip","interview",2026-02-09 11:45:02,1,1,1,"HANA",1,"25",1,1,"Étudiante en psychologie",1,44,26,49,5,614,34,736,NA,2026-02-09 11:57:54,"complete",1,0,9,9,0,0,0.86,"F_SKINNY_W_D.mp4",1,1,"overweight"
300,NA,NA,"Pre-Manip","interview",2026-02-09 11:45:02,1,1,1,"HANA",1,"25",1,1,"Étudiante en psychologie",1,44,26,49,5,614,34,736,NA,2026-02-09 11:57:54,"complete",1,0,9,9,0,0,0.86,"F_SKINNY_W_D.mp4",1,1,"obese"
300,NA,NA,"Pre-Manip","interview",2026-02-09 11:45:02,1,1,1,"HANA",1,"25",1,1,"Étudiante en psychologie",1,44,26,49,5,614,34,736,NA,2026-02-09 11:57:54,"complete",1,0,9,9,0,0,0.86,"F_SKINNY_W_D.mp4",1,15,"thin"
300,NA,NA,"Pre-Manip","interview",2026-02-09 11:45:02,1,1,1,"HANA",1,"25",1,1,"Étudiante en psychologie",1,44,26,49,5,614,34,736,NA,2026-02-09 11:57:54,"complete",1,0,9,9,0,0,0.86,"F_SKINNY_W_D.mp4",1,39,"skinny"
305,NA,NA,"Pre-Manip","interview",2026-02-09 12:23:13,1,1,1,"KOAY",1,"23",1,1,"Étudiant",1,10,2,28,4,533,45,622,NA,2026-02-09 12:33:35,"complete",1,0,9,9,0,0,1.53,"M_OBESE_W_D.mp4",1,1,"athletic"
305,NA,NA,"Pre-Manip","interview",2026-02-09 12:23:13,1,1,1,"KOAY",1,"23",1,1,"Étudiant",1,10,2,28,4,533,45,622,NA,2026-02-09 12:33:35,"complete",1,0,9,9,0,0,1.53,"M_OBESE_W_D.mp4",1,12,"average"
305,NA,NA,"Pre-Manip","interview",2026-02-09 12:23:13,1,1,1,"KOAY",1,"23",1,1,"Étudiant",1,10,2,28,4,533,45,622,NA,2026-02-09 12:33:35,"complete",1,0,9,9,0,0,1.53,"M_OBESE_W_D.mp4",1,101,"overweight"
305,NA,NA,"Pre-Manip","interview",2026-02-09 12:23:13,1,1,1,"KOAY",1,"23",1,1,"Étudiant",1,10,2,28,4,533,45,622,NA,2026-02-09 12:33:35,"complete",1,0,9,9,0,0,1.53,"M_OBESE_W_D.mp4",1,101,"obese"
305,NA,NA,"Pre-Manip","interview",2026-02-09 12:23:13,1,1,1,"KOAY",1,"23",1,1,"Étudiant",1,10,2,28,4,533,45,622,NA,2026-02-09 12:33:35,"complete",1,0,9,9,0,0,1.53,"M_OBESE_W_D.mp4",1,1,"thin"
305,NA,NA,"Pre-Manip","interview",2026-02-09 12:23:13,1,1,1,"KOAY",1,"23",1,1,"Étudiant",1,10,2,28,4,533,45,622,NA,2026-02-09 12:33:35,"complete",1,0,9,9,0,0,1.53,"M_OBESE_W_D.mp4",1,101,"skinny"
310,NA,NA,"Pre-Manip","interview",2026-02-09 13:11:09,1,1,1,"FIIN",1,"22",1,1,"Étudiante",1,21,8,55,11,481,36,612,NA,2026-02-09 13:21:21,"complete",1,0,9,9,0,0,0.92,"M_SKINNY_W_D.mp4",1,1,"athletic"
310,NA,NA,"Pre-Manip","interview",2026-02-09 13:11:09,1,1,1,"FIIN",1,"22",1,1,"Étudiante",1,21,8,55,11,481,36,612,NA,2026-02-09 13:21:21,"complete",1,0,9,9,0,0,0.92,"M_SKINNY_W_D.mp4",1,1,"average"
310,NA,NA,"Pre-Manip","interview",2026-02-09 13:11:09,1,1,1,"FIIN",1,"22",1,1,"Étudiante",1,21,8,55,11,481,36,612,NA,2026-02-09 13:21:21,"complete",1,0,9,9,0,0,0.92,"M_SKINNY_W_D.mp4",1,1,"overweight"
310,NA,NA,"Pre-Manip","interview",2026-02-09 13:11:09,1,1,1,"FIIN",1,"22",1,1,"Étudiante",1,21,8,55,11,481,36,612,NA,2026-02-09 13:21:21,"complete",1,0,9,9,0,0,0.92,"M_SKINNY_W_D.mp4",1,1,"obese"
310,NA,NA,"Pre-Manip","interview",2026-02-09 13:11:09,1,1,1,"FIIN",1,"22",1,1,"Étudiante",1,21,8,55,11,481,36,612,NA,2026-02-09 13:21:21,"complete",1,0,9,9,0,0,0.92,"M_SKINNY_W_D.mp4",1,101,"thin"
310,NA,NA,"Pre-Manip","interview",2026-02-09 13:11:09,1,1,1,"FIIN",1,"22",1,1,"Étudiante",1,21,8,55,11,481,36,612,NA,2026-02-09 13:21:21,"complete",1,0,9,9,0,0,0.92,"M_SKINNY_W_D.mp4",1,101,"skinny"
318,NA,NA,"Pre-Manip","interview",2026-02-09 14:47:23,1,1,1,"LECE",1,"26",2,1,"Triathlète",1,3,4,27,5,814,58,911,NA,2026-02-09 15:02:34,"complete",1,0,9,9,0,0,1.55,"M_OW_W_D.mp4",1,54,"athletic"
318,NA,NA,"Pre-Manip","interview",2026-02-09 14:47:23,1,1,1,"LECE",1,"26",2,1,"Triathlète",1,3,4,27,5,814,58,911,NA,2026-02-09 15:02:34,"complete",1,0,9,9,0,0,1.55,"M_OW_W_D.mp4",1,28,"average"
318,NA,NA,"Pre-Manip","interview",2026-02-09 14:47:23,1,1,1,"LECE",1,"26",2,1,"Triathlète",1,3,4,27,5,814,58,911,NA,2026-02-09 15:02:34,"complete",1,0,9,9,0,0,1.55,"M_OW_W_D.mp4",1,99,"overweight"
318,NA,NA,"Pre-Manip","interview",2026-02-09 14:47:23,1,1,1,"LECE",1,"26",2,1,"Triathlète",1,3,4,27,5,814,58,911,NA,2026-02-09 15:02:34,"complete",1,0,9,9,0,0,1.55,"M_OW_W_D.mp4",1,73,"obese"
318,NA,NA,"Pre-Manip","interview",2026-02-09 14:47:23,1,1,1,"LECE",1,"26",2,1,"Triathlète",1,3,4,27,5,814,58,911,NA,2026-02-09 15:02:34,"complete",1,0,9,9,0,0,1.55,"M_OW_W_D.mp4",1,1,"thin"
318,NA,NA,"Pre-Manip","interview",2026-02-09 14:47:23,1,1,1,"LECE",1,"26",2,1,"Triathlète",1,3,4,27,5,814,58,911,NA,2026-02-09 15:02:34,"complete",1,0,9,9,0,0,1.55,"M_OW_W_D.mp4",1,1,"skinny"
320,NA,NA,"Pre-Manip","interview",2026-02-09 15:05:45,1,1,1,"viva",1,"50",1,1,"infirmière",1,6,13,23,5,373,37,457,NA,2026-02-09 15:13:22,"complete",1,0,9,9,0,0,1.28,"M_ATH_W_D.mp4",1,81,"athletic"
320,NA,NA,"Pre-Manip","interview",2026-02-09 15:05:45,1,1,1,"viva",1,"50",1,1,"infirmière",1,6,13,23,5,373,37,457,NA,2026-02-09 15:13:22,"complete",1,0,9,9,0,0,1.28,"M_ATH_W_D.mp4",1,30,"average"
320,NA,NA,"Pre-Manip","interview",2026-02-09 15:05:45,1,1,1,"viva",1,"50",1,1,"infirmière",1,6,13,23,5,373,37,457,NA,2026-02-09 15:13:22,"complete",1,0,9,9,0,0,1.28,"M_ATH_W_D.mp4",1,75,"overweight"
320,NA,NA,"Pre-Manip","interview",2026-02-09 15:05:45,1,1,1,"viva",1,"50",1,1,"infirmière",1,6,13,23,5,373,37,457,NA,2026-02-09 15:13:22,"complete",1,0,9,9,0,0,1.28,"M_ATH_W_D.mp4",1,2,"obese"
320,NA,NA,"Pre-Manip","interview",2026-02-09 15:05:45,1,1,1,"viva",1,"50",1,1,"infirmière",1,6,13,23,5,373,37,457,NA,2026-02-09 15:13:22,"complete",1,0,9,9,0,0,1.28,"M_ATH_W_D.mp4",1,1,"thin"
320,NA,NA,"Pre-Manip","interview",2026-02-09 15:05:45,1,1,1,"viva",1,"50",1,1,"infirmière",1,6,13,23,5,373,37,457,NA,2026-02-09 15:13:22,"complete",1,0,9,9,0,0,1.28,"M_ATH_W_D.mp4",1,1,"skinny"
330,NA,NA,"Pre-Manip","interview",2026-02-09 15:50:26,1,1,1,"LEAR",1,"20",3,1,"Étudiant",1,6,4,38,6,380,27,461,NA,2026-02-09 15:58:07,"complete",1,0,9,9,0,0,1.48,"M_ATH_W_D.mp4",1,87,"athletic"
330,NA,NA,"Pre-Manip","interview",2026-02-09 15:50:26,1,1,1,"LEAR",1,"20",3,1,"Étudiant",1,6,4,38,6,380,27,461,NA,2026-02-09 15:58:07,"complete",1,0,9,9,0,0,1.48,"M_ATH_W_D.mp4",1,52,"average"
330,NA,NA,"Pre-Manip","interview",2026-02-09 15:50:26,1,1,1,"LEAR",1,"20",3,1,"Étudiant",1,6,4,38,6,380,27,461,NA,2026-02-09 15:58:07,"complete",1,0,9,9,0,0,1.48,"M_ATH_W_D.mp4",1,24,"overweight"
